ProductID,Category,FamilyLevel1,FamilyLevel2,Universe
1716668624874152204,Volleyball,Ball,Molten FLISTATEC,Men
5989577546053099831,Volleyball,Ball,Mikasa V200W,Men
2549623815503918539,Volleyball,Ball,Molten FLISTATEC,Men
6516777993941355687,Baseball,Glove,Wilson A2000,Women
154097635158372487,Baseball,Ball,Rawlings Official MLB,Women
1696434701878105443,Basketball,Ball,Spalding NBA Official Game Ball,Women
9076754257926568047,Basketball,Shoes,Adidas Harden Vol. 4,Men
506229050941160609,Basketball,Shoes,Adidas Harden Vol. 4,Women
2093144810219510064,Basketball,Shoes,Adidas Harden Vol. 4,Women
777454768776751056,Basketball,Shoes,Adidas Harden Vol. 4,Women
6054232602997523610,Basketball,Shoes,Nike Air Zoom BB NXT,Men
6291757660708491599,Basketball,Ball,Spalding NBA Official Game Ball,Men
6964415786940426558,Basketball,Shoes,Under Armour Curry 7,Women
4289547465276297489,Basketball,Shoes,Under Armour Curry 7,Women
6943290635465215446,Basketball,Shoes,Adidas Harden Vol. 4,Women
1441201756818977865,Basketball,Ball,Spalding NBA Official Game Ball,Men
8635998205904575915,Basketball,Ball,Spalding NBA Official Game Ball,Women
687384234930961122,Basketball,Ball,Spalding NBA Official Game Ball,Men
3871483871508696082,Basketball,Shoes,Under Armour Curry 7,Men
520075200165496725,Basketball,Shoes,Nike Air Zoom BB NXT,Women
6056028690892374897,Basketball,Shoes,Under Armour Curry 7,Men
5812248849497693816,Basketball,Ball,Wilson Evolution Basketball,Women
6386948631636963854,Hockey,Stick,Bauer Nexus 2N Pro,Women
213231377196331308,Hockey,Puck,Green Biscuit Training Puck,Men
7372337186017616394,Hockey,Helmet,CCM Fitlite,Men
914137151514973947,Hockey,Stick,CCM Ribcor Trigger,Men
4580412773377063876,Hockey,Helmet,Bauer RE-AKT,Women
2190158556224694347,Hockey,Puck,A&R Sports Ice Hockey Puck,Men
3711647384907041170,Rugby,Jersey,Adidas Performance,Women
5025246500603527503,Rugby,Jersey,Adidas Performance,Women
798806788236264863,Rugby,Ball,Adidas Torpedo,Women
7942643334730755591,Rugby,Shorts,Canterbury Advantage,Women
9133052029706467047,Rugby,Jersey,Adidas Performance,Women
951086479563770146,Rugby,Jersey,Adidas Performance,Women
8652489142012860720,Rugby,Ball,Gilbert Omega,Women
1334997607781733480,Rugby,Ball,Gilbert Omega,Men
7407833403002326769,Rugby,Ball,Rhino Vortex Elite,Men
1770300866774067966,Rugby,Shorts,Canterbury Advantage,Men
2125105209504649012,Rugby,Shorts,Adidas Rugby Shorts,Women
4938060662620018591,Rugby,Shorts,Adidas Rugby Shorts,Men
550914315962514663,Rugby,Ball,Rhino Vortex Elite,Women
9103547948488755949,Rugby,Shorts,Adidas Rugby Shorts,Men
5353583502536259380,Rugby,Jersey,Canterbury Vapodri,Women
6136163880720069251,Rugby,Jersey,Canterbury Vapodri,Men
1387690397733137535,Rugby,Jersey,Adidas Performance,Men
4499460060795805356,Rugby,Jersey,Adidas Performance,Men
4826159193732460062,Rugby,Ball,Adidas Torpedo,Men
2092230705089080223,Rugby,Jersey,Adidas Performance,Men
3277257771183762322,Rugby,Ball,Gilbert Omega,Men
1771608871325603200,Rugby,Ball,Adidas Torpedo,Women
5621901728845312849,Rugby,Ball,Adidas Torpedo,Men
6341098748219984712,Rugby,Ball,Adidas Torpedo,Men
3442192347415293656,Rugby,Shorts,Adidas Rugby Shorts,Men
255841623942763182,Rugby,Jersey,Adidas Performance,Women
141258948277554982,Rugby,Jersey,Canterbury Vapodri,Women
5564534858727809799,Rugby,Shorts,Adidas Rugby Shorts,Men
4568736095296891678,Rugby,Shorts,Adidas Rugby Shorts,Men
4825652144379541987,Rugby,Jersey,Canterbury Vapodri,Men
4256410624119912005,Rugby,Ball,Rhino Vortex Elite,Men
696747972988653462,Rugby,Jersey,Canterbury Vapodri,Women
1843093022815699422,Rugby,Ball,Adidas Torpedo,Women
6329205929584332309,Rugby,Shorts,Adidas Rugby Shorts,Men
7752482127465741188,Rugby,Shorts,Canterbury Advantage,Women
4073489317908864648,Rugby,Ball,Rhino Vortex Elite,Women
7781444283456913758,Rugby,Jersey,Adidas Performance,Men
1733482126556162991,Rugby,Shorts,Adidas Rugby Shorts,Men
3715889193417410749,Rugby,Shorts,Canterbury Advantage,Women
198024894786457473,Rugby,Shorts,Adidas Rugby Shorts,Women
7866571264102743284,Rugby,Shorts,Canterbury Advantage,Women
2236214349574855886,Rugby,Jersey,Adidas Performance,Women
2239645320365755935,Rugby,Jersey,Adidas Performance,Women
883558141088536721,Skiing,Goggles,Smith I/O Mag,Women
4478490131231105544,Cricket,Helmet,Shrey MasterClass,Men
7258966046091588710,Cricket,Bat,Kookaburra Kahuna,Women
2396454354242551765,Hockey,Puck,A&R Sports Ice Hockey Puck,Women
4679190703486822251,Hockey,Helmet,Bauer RE-AKT,Women
2155310844008131735,Running,Shorts,Adidas Own The Run,Men
2809284373432635393,Running,T-shirt,Under Armour Tech,Women
33080029597139536,Football,Ball,Adidas Telstar 18,Women
3071942577301116767,Football,Shorts,Adidas Squadra 21,Women
2196017083024174806,Football,Shorts,Adidas Squadra 21,Women
4374141482568656253,Football,Shoes,New Balance Furon,Men
3168011978195429238,Rugby,Ball,Gilbert Omega,Men
3645044347108016950,Rugby,Shorts,Canterbury Advantage,Women
5965006713772624910,Rugby,Shorts,Canterbury Advantage,Women
508158766347915126,Beach,Goggles,Arena Cobra Ultra,Women
6876638500295906519,Beach,Swimsuit,Speedo Fastskin LZR Racer X,Men
561097624573659746,Beach,Goggles,Speedo Vanquisher 2.0,Men
2346063968638743868,Beach,Goggles,Speedo Vanquisher 2.0,Men
9125116195852689841,Beach,Goggles,Speedo Vanquisher 2.0,Men
4531419349234098198,Beach,Swimsuit,Arena Carbon Air2,Men
937111751932422380,Beach,Swimsuit,Arena Carbon Air2,Women
8646991865912975143,Beach,Goggles,Speedo Vanquisher 2.0,Women
53799861072970755,Beach,Swimsuit,Speedo Fastskin LZR Racer X,Women
389898045776605344,Softball,Ball,Worth Dream Seam,Men
24000562615557003,Softball,Ball,Dudley Thunder Heat,Women
2148530091417097394,Softball,Bat,DeMarini CF,Women
4728436386209637781,Softball,Ball,Worth Dream Seam,Women
7562728943696232489,Softball,Bat,DeMarini CF,Women
3814197510568211059,Softball,Ball,Worth Dream Seam,Men
6697025357537882106,Softball,Bat,Easton Ghost,Men
1268517033131503158,Softball,Ball,Dudley Thunder Heat,Men
622886026526776038,Softball,Ball,Worth Dream Seam,Women
1838888695845479678,Softball,Bat,DeMarini CF,Men
8363094097378497111,Softball,Bat,Easton Ghost,Men
7144179582173416316,Softball,Bat,Easton Ghost,Men
8206561975114864645,Softball,Bat,Easton Ghost,Men
2400053337336588870,Softball,Bat,Easton Ghost,Men
3375495103369550895,Softball,Bat,Easton Ghost,Men
611566323153656578,Softball,Ball,Dudley Thunder Heat,Men
4039033436473353828,Softball,Bat,DeMarini CF,Women
7378214433110977822,Softball,Bat,Easton Ghost,Men
6673919824950952962,Softball,Bat,DeMarini CF,Women
9160598632647519697,Softball,Ball,Dudley Thunder Heat,Women
8087307612787596246,Softball,Bat,DeMarini CF,Women
1679080804715496441,Softball,Ball,Worth Dream Seam,Women
4556624335018155405,Softball,Bat,Easton Ghost,Men
6613663403441572445,Softball,Ball,Dudley Thunder Heat,Men
8211559281591262121,Softball,Ball,Dudley Thunder Heat,Men
9176779053224842928,Softball,Ball,Worth Dream Seam,Women
1284650986435655051,Softball,Bat,Easton Ghost,Men
3738784728570933537,Softball,Ball,Dudley Thunder Heat,Women
8790935986229109062,Softball,Ball,Dudley Thunder Heat,Men
880569628535570239,Softball,Bat,Easton Ghost,Women
6011303923505188675,Softball,Bat,Easton Ghost,Women
2034326110866373742,Softball,Ball,Worth Dream Seam,Women
3605520091011854604,Softball,Bat,DeMarini CF,Women
7767661493979271755,Softball,Bat,DeMarini CF,Men
9174386665920442414,Softball,Ball,Worth Dream Seam,Women
6878519401531142679,Softball,Ball,Worth Dream Seam,Women
3896731636806896975,Softball,Ball,Dudley Thunder Heat,Women
5602206787207509252,Softball,Bat,DeMarini CF,Women
124472099970475843,Softball,Ball,Worth Dream Seam,Women
1518309762619768287,Football,Ball,Nike Ordem V,Women
3724856244866838044,Football,Shoes,New Balance Furon,Women
5572098343066571060,Football,Ball,Nike Ordem V,Women
8310483519332829400,Football,Jersey,Puma Third Jersey,Women
8662615536297487786,Football,Jersey,Nike Away Jersey,Women
5355198341638828208,Football,Shorts,Adidas Squadra 21,Women
7317670946970825556,Football,Shoes,Nike Mercurial Vapor,Women
4691145551335266239,Football,Ball,Adidas Telstar 18,Men
2523414940372177712,Football,Jersey,Puma Third Jersey,Women
1186345673455905988,Football,Ball,Adidas Telstar 18,Men
2900187788099813788,Football,Ball,Nike Ordem V,Men
7064027714292235135,Football,Shorts,Adidas Squadra 21,Women
1255676181380540020,Football,Jersey,Adidas Home Jersey,Women
3220971946896169546,Football,Jersey,Nike Away Jersey,Men
8106885051149265695,Football,Jersey,Puma Third Jersey,Women
9144674441593338103,Football,Jersey,Adidas Home Jersey,Men
5781188133766756985,Football,Ball,Adidas Telstar 18,Women
1121494468716629253,Football,Shoes,Adidas Predator,Men
7432309784291887530,Football,Shoes,Puma Future,Women
6756807096988704268,Cycling,Bike,Trek Domane SL7,Women
5847952289242500052,Cycling,Helmet,Kask Protone,Women
5652675400080330529,Cycling,Helmet,Kask Protone,Women
6055516696629718241,Cycling,Helmet,Bell Super 3R MIPS,Women
7615103465609512346,Cycling,Bike,Specialized S-Works Roubaix,Women
1467637575601475952,Cycling,Helmet,Giro Synthe MIPS,Women
7606777053502187165,Cycling,Helmet,Bell Super 3R MIPS,Women
3802437277959152857,Cycling,Bike,Trek Domane SL7,Women
4761705950199145399,Cycling,Helmet,Giro Synthe MIPS,Women
988216932228936519,Cycling,Bike,Trek Domane SL7,Women
2481231099793464593,Cycling,Bike,Trek Domane SL7,Men
3875373947610968393,Cycling,Helmet,Kask Protone,Men
4300603394935550931,Cycling,Helmet,Bell Super 3R MIPS,Women
212472000251314789,Cycling,Helmet,Bell Super 3R MIPS,Women
8305300012897330294,Cycling,Bike,Giant TCR Advanced Pro,Women
5188317794441920214,Cycling,Helmet,Kask Protone,Women
6727885503851518882,Cycling,Helmet,Kask Protone,Women
7929406474387581035,Cycling,Helmet,Giro Synthe MIPS,Men
5516555370135335022,Cycling,Bike,Specialized S-Works Roubaix,Men
295435557390458269,Cycling,Bike,Specialized S-Works Roubaix,Men
6862854913765419661,Cycling,Bike,Trek Domane SL7,Women
4079881311420533431,Cycling,Helmet,Giro Synthe MIPS,Women
4758278702144131142,Cycling,Bike,Giant TCR Advanced Pro,Men
1339437139728058878,Cycling,Helmet,Bell Super 3R MIPS,Women
6473268076763500235,Cycling,Helmet,Bell Super 3R MIPS,Men
3361727046060719281,Cycling,Helmet,Kask Protone,Women
488398948557087997,Cycling,Bike,Specialized S-Works Roubaix,Women
2753918825516360205,Cycling,Bike,Trek Domane SL7,Women
7295780945671785527,Cycling,Helmet,Bell Super 3R MIPS,Men
1204509036742838918,Cycling,Bike,Specialized S-Works Roubaix,Women
940240836146239784,Cycling,Bike,Specialized S-Works Roubaix,Men
6994601558577074864,Cycling,Bike,Giant TCR Advanced Pro,Men
3735852117500311086,Cycling,Bike,Trek Domane SL7,Women
3224895364811271302,Cycling,Bike,Giant TCR Advanced Pro,Men
5529194931616483677,Cycling,Bike,Giant TCR Advanced Pro,Women
7249642134267036659,Cycling,Helmet,Giro Synthe MIPS,Women
2511862976576047991,Cycling,Bike,Giant TCR Advanced Pro,Men
8008195416834911026,Cycling,Helmet,Bell Super 3R MIPS,Men
8723102145402347116,Cycling,Helmet,Bell Super 3R MIPS,Men
4353327421408769264,Cycling,Helmet,Bell Super 3R MIPS,Women
1558441213926304985,Cycling,Bike,Trek Domane SL7,Men
7038089689713042825,Cycling,Helmet,Kask Protone,Women
1319799958409510689,Cycling,Helmet,Kask Protone,Women
4758641685393746531,Cycling,Helmet,Kask Protone,Women
98837413707500308,Cycling,Bike,Giant TCR Advanced Pro,Men
488786811864697534,Cycling,Bike,Giant TCR Advanced Pro,Men
2671866746668594824,Cycling,Bike,Giant TCR Advanced Pro,Women
7757074416809810403,Cycling,Helmet,Giro Synthe MIPS,Women
5624007326831107861,Cycling,Bike,Trek Domane SL7,Men
2461758976068470071,Cycling,Bike,Giant TCR Advanced Pro,Women
8154447844249332759,Cycling,Bike,Specialized S-Works Roubaix,Women
2772658319304621800,Cycling,Helmet,Bell Super 3R MIPS,Men
8364354185970106661,Cycling,Bike,Trek Domane SL7,Women
6629316358020506267,Cycling,Helmet,Kask Protone,Women
5108739274027109687,Cycling,Helmet,Kask Protone,Women
3911494813588283257,Cycling,Bike,Giant TCR Advanced Pro,Men
6934213600375352498,Cycling,Bike,Trek Domane SL7,Women
6445757704427161215,Cycling,Bike,Trek Domane SL7,Men
2761586550979168415,Cycling,Bike,Giant TCR Advanced Pro,Men
2989855137360320359,Cycling,Bike,Specialized S-Works Roubaix,Men
6225049634225798055,Cycling,Bike,Trek Domane SL7,Women
5319582827041672850,Cycling,Helmet,Giro Synthe MIPS,Men
592720844710595872,Cycling,Bike,Giant TCR Advanced Pro,Women
4248481322367491240,Cycling,Bike,Giant TCR Advanced Pro,Men
4126038897097776438,Cycling,Helmet,Kask Protone,Women
1185599825722039896,Cycling,Helmet,Kask Protone,Men
3506505672616211712,Cycling,Bike,Specialized S-Works Roubaix,Women
893018005809837123,Cycling,Helmet,Kask Protone,Men
9050168025198014436,Cycling,Bike,Giant TCR Advanced Pro,Men
3418857594539069662,Cycling,Bike,Specialized S-Works Roubaix,Women
1190507115978782026,Cycling,Bike,Specialized S-Works Roubaix,Women
5859949673733595863,Cycling,Bike,Giant TCR Advanced Pro,Men
6935266852700627920,Cycling,Bike,Specialized S-Works Roubaix,Women
8216117504376661044,Cycling,Helmet,Bell Super 3R MIPS,Men
5380483902083486388,Cycling,Bike,Trek Domane SL7,Men
3858473710564330899,Cycling,Helmet,Bell Super 3R MIPS,Women
1316899732237278634,Cycling,Bike,Trek Domane SL7,Women
3950831440029358314,Badminton,Shuttlecock,Victor Gold Champion,Men
3953351718751090490,Badminton,Racket,Yonex Astrox 99,Men
9146755693581957637,Badminton,Shuttlecock,Victor Gold Champion,Women
8749088664479981565,Badminton,Shuttlecock,Victor Gold Champion,Women
9080124204245010338,Badminton,Racket,Victor Thruster K,Men
7297403352640690845,Badminton,Racket,Victor Thruster K,Men
6006139902710692790,Handball,Shoes,Asics Gel-Blast,Women
4279544621748667016,Handball,Shoes,Mizuno Wave Mirage,Women
7142434823356306932,Handball,Shoes,Asics Gel-Blast,Men
8711062644031045197,Handball,Shoes,Mizuno Wave Mirage,Men
5439555326153398858,Handball,Shoes,Asics Gel-Blast,Men
2392480123537541959,Handball,Shoes,Mizuno Wave Mirage,Women
8608792165648846005,Handball,Ball,Molten H3X5001,Women
7646982619945335363,Handball,Shoes,Asics Gel-Blast,Women
7193469588314338230,Handball,Shoes,Mizuno Wave Mirage,Women
5129046162215269059,Handball,Ball,Molten H3X5001,Women
4058150967294539740,Handball,Shoes,Asics Gel-Blast,Men
5825746934491379007,Handball,Shoes,Asics Gel-Blast,Men
5997334083940470718,Handball,Ball,Molten H3X5001,Women
5569662377656988462,Football,Jersey,Adidas Home Jersey,Men
7714606432968035683,Football,Jersey,Puma Third Jersey,Men
6296320673881097813,Football,Shoes,Puma Future,Men
2661859349742176699,Football,Jersey,Puma Third Jersey,Women
7141266226709396452,Football,Shorts,Adidas Squadra 21,Women
7430196374229547610,Football,Ball,Adidas Telstar 18,Men
4871283031019645603,Tennis,Ball,Wilson US Open,Men
7801305918652244415,Tennis,Ball,Wilson US Open,Men
7039702355555901960,Tennis,Ball,Wilson US Open,Men
1463769262389968455,Tennis,Ball,Wilson US Open,Women
4543350547232037244,Tennis,Ball,Wilson US Open,Women
5200390268891957737,Tennis,Racket,Wilson Pro Staff RF97,Women
9023982948345791423,Tennis,Ball,Penn Championship,Women
7865937056841910379,Tennis,Racket,Babolat Pure Drive,Men
3627386069779198763,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
2742487530184423427,Tennis,Ball,Penn Championship,Women
8375565434303811558,Tennis,Ball,Penn Championship,Women
4730694466369638712,Tennis,Racket,Babolat Pure Drive,Women
8483601522730630955,Tennis,Ball,Wilson US Open,Women
9133837024754029504,Tennis,Ball,Penn Championship,Women
9188780483552027280,Tennis,Ball,Penn Championship,Women
5671757690465065613,Tennis,Ball,Wilson US Open,Men
6680614054888581139,Tennis,Racket,Babolat Pure Drive,Women
5802817519434036833,Tennis,Racket,Babolat Pure Drive,Men
1850163855886601142,Tennis,Ball,Penn Championship,Men
1064014581685647413,Tennis,Racket,Wilson Pro Staff RF97,Men
7262611329230833414,Tennis,Racket,Head Graphene 360+ Speed Pro,Women
2527930472707975266,Tennis,Ball,Wilson US Open,Women
308354477451873748,Tennis,Racket,Head Graphene 360+ Speed Pro,Men
3317997784006373125,Tennis,Ball,Wilson US Open,Women
5448099805973723764,Tennis,Ball,Penn Championship,Women
3616820316600446802,Tennis,Ball,Penn Championship,Women
1753435375978288798,Tennis,Racket,Wilson Pro Staff RF97,Men
2085397687587000935,Tennis,Ball,Wilson US Open,Men
3114283107399189509,Tennis,Ball,Wilson US Open,Women
5360484746780942080,Tennis,Ball,Penn Championship,Men
1911250114325368303,Tennis,Racket,Wilson Pro Staff RF97,Women
8866601563387464937,Tennis,Ball,Penn Championship,Women
7142884233214514295,Tennis,Racket,Babolat Pure Drive,Women
1655409770744926008,Tennis,Ball,Penn Championship,Men
3678205026134028045,Tennis,Ball,Penn Championship,Women
5774368785625457799,Golf,Clubs,Callaway JAWS MD5 Wedges,Men
6723479393379147922,Golf,Gloves,Callaway Dawn Patrol,Women
7503429078831318561,Volleyball,Ball,Molten FLISTATEC,Men
8102380830737648525,Volleyball,Knee Pads,Mizuno LR6,Men
380659387896931059,Baseball,Bat,Rawlings Quatro Pro,Women
1990783247531534653,Baseball,Glove,Rawlings Heart of the Hide,Women
5086961099793632060,Baseball,Bat,Rawlings Quatro Pro,Women
3391821889498703840,Baseball,Glove,Rawlings Heart of the Hide,Men
7219421265783028,Basketball,Shoes,Under Armour Curry 7,Men
3506499713606999142,Basketball,Shoes,Adidas Harden Vol. 4,Men
4827741193778678002,Basketball,Shoes,Under Armour Curry 7,Women
1024803043883343063,Basketball,Ball,Wilson Evolution Basketball,Men
719215313777704379,Basketball,Shoes,Nike Air Zoom BB NXT,Men
3683233843812658192,Basketball,Shoes,Nike Air Zoom BB NXT,Men
1611036289651325048,Basketball,Shoes,Under Armour Curry 7,Women
2285857258932316046,Basketball,Shoes,Adidas Harden Vol. 4,Men
269758508104923631,Basketball,Ball,Spalding NBA Official Game Ball,Men
2241128212929294900,Basketball,Ball,Spalding NBA Official Game Ball,Men
5410544127308908665,Basketball,Ball,Spalding NBA Official Game Ball,Women
8282353170845929539,Basketball,Shoes,Adidas Harden Vol. 4,Women
8958317734411012748,Basketball,Shoes,Under Armour Curry 7,Men
356544436809632672,Basketball,Ball,Wilson Evolution Basketball,Men
6342456890644434873,Basketball,Ball,Spalding NBA Official Game Ball,Women
7531483195428198797,Basketball,Ball,Wilson Evolution Basketball,Men
8942993863083723194,Basketball,Shoes,Nike Air Zoom BB NXT,Women
8750013952868273173,Basketball,Ball,Spalding NBA Official Game Ball,Men
6415378943831833255,Basketball,Ball,Spalding NBA Official Game Ball,Women
3488220439776175333,Hockey,Stick,CCM Ribcor Trigger,Men
914792431476428239,Hockey,Puck,Green Biscuit Training Puck,Women
1467770668434039340,Rugby,Jersey,Canterbury Vapodri,Women
1825771236311695835,Rugby,Jersey,Adidas Performance,Women
4648789220947518985,Rugby,Jersey,Adidas Performance,Women
7290203643378308166,Rugby,Jersey,Adidas Performance,Men
3469361807395832866,Rugby,Shorts,Adidas Rugby Shorts,Women
5017554537776431979,Rugby,Jersey,Adidas Performance,Women
4532609178176409192,Rugby,Ball,Rhino Vortex Elite,Men
6168178460892036765,Rugby,Shorts,Canterbury Advantage,Men
537595634922245024,Rugby,Shorts,Adidas Rugby Shorts,Men
1342653840646464857,Rugby,Jersey,Adidas Performance,Women
3971121033688166661,Rugby,Shorts,Canterbury Advantage,Women
5431076560952672459,Rugby,Jersey,Adidas Performance,Men
2083788358754002893,Rugby,Shorts,Canterbury Advantage,Men
6582789150087193947,Rugby,Shorts,Canterbury Advantage,Men
4171279403934561368,Rugby,Ball,Gilbert Omega,Men
2358695571132901221,Rugby,Jersey,Adidas Performance,Men
6135629776006095011,Rugby,Shorts,Canterbury Advantage,Men
8522558072754195982,Rugby,Jersey,Canterbury Vapodri,Women
7827699866604044175,Rugby,Ball,Gilbert Omega,Men
932832279589520237,Rugby,Jersey,Canterbury Vapodri,Men
3981640849352686321,Rugby,Jersey,Adidas Performance,Men
7456826182040229827,Rugby,Jersey,Canterbury Vapodri,Women
8706410364370211276,Rugby,Jersey,Adidas Performance,Men
6575729911403354246,Rugby,Ball,Adidas Torpedo,Women
4959661798637376961,Rugby,Ball,Adidas Torpedo,Men
2779722765432305788,Rugby,Shorts,Canterbury Advantage,Men
8887829149256311807,Rugby,Shorts,Canterbury Advantage,Women
1263184507885888816,Rugby,Shorts,Adidas Rugby Shorts,Women
7329921075422412994,Rugby,Ball,Gilbert Omega,Men
8498202929214842960,Rugby,Jersey,Canterbury Vapodri,Women
952722988526804371,Rugby,Jersey,Adidas Performance,Men
7730830799273299101,Rugby,Ball,Rhino Vortex Elite,Men
7917260059567636474,Rugby,Shorts,Canterbury Advantage,Women
4655890220181133681,Rugby,Shorts,Canterbury Advantage,Women
812210674661411832,Rugby,Jersey,Adidas Performance,Women
2783576440363258348,Rugby,Shorts,Adidas Rugby Shorts,Women
4947501113789010680,Rugby,Jersey,Canterbury Vapodri,Women
381197049250583330,Rugby,Ball,Rhino Vortex Elite,Women
8902644127683309078,Rugby,Ball,Gilbert Omega,Men
995823083876165810,Rugby,Shorts,Adidas Rugby Shorts,Women
8931072269601085442,Rugby,Ball,Rhino Vortex Elite,Women
34272877246006409,Rugby,Ball,Gilbert Omega,Women
3022397538251830962,Rugby,Ball,Gilbert Omega,Men
1938412327378036661,Rugby,Shorts,Canterbury Advantage,Men
1499146024501305149,Rugby,Ball,Gilbert Omega,Women
5515705006420164271,Rugby,Ball,Adidas Torpedo,Women
5649767737473794934,Rugby,Shorts,Canterbury Advantage,Men
4965557105568165432,Rugby,Ball,Adidas Torpedo,Men
4886040006268503666,Rugby,Jersey,Canterbury Vapodri,Women
755126193334273338,Rugby,Ball,Adidas Torpedo,Men
1006109274747606142,Rugby,Jersey,Adidas Performance,Men
4847116869586658326,Rugby,Jersey,Canterbury Vapodri,Women
7601213886365380297,Rugby,Ball,Adidas Torpedo,Men
7829044375139083810,Rugby,Jersey,Canterbury Vapodri,Men
462166695565881836,Rugby,Shorts,Canterbury Advantage,Men
3822083886886698412,Rugby,Ball,Gilbert Omega,Men
8400548389327575265,Rugby,Jersey,Canterbury Vapodri,Women
1184339997187164535,Hockey,Puck,A&R Sports Ice Hockey Puck,Women
3789547472446128520,Hockey,Puck,A&R Sports Ice Hockey Puck,Women
6886953029162844250,Hockey,Stick,CCM Ribcor Trigger,Women
8481721784155408372,Hockey,Stick,Bauer Nexus 2N Pro,Women
5968110609639896114,Hockey,Puck,Green Biscuit Training Puck,Women
9084255276755002844,Running,T-shirt,Adidas Climalite,Women
3595090684517656253,Football,Jersey,Nike Away Jersey,Men
5644641201048959043,Football,Ball,Puma Final 1,Men
1233902938598647273,Football,Jersey,Nike Away Jersey,Women
8473009091337814237,Football,Jersey,Adidas Home Jersey,Men
7322461725881933219,Football,Jersey,Nike Away Jersey,Men
5563319941391339683,Football,Ball,Adidas Telstar 18,Men
5908970216462323216,Football,Shoes,Puma Future,Men
276357534742266061,Football,Jersey,Adidas Home Jersey,Men
4468437956267061951,Football,Shorts,Adidas Squadra 21,Women
2776154284587557136,Rugby,Shorts,Adidas Rugby Shorts,Women
5749898336287847694,Rugby,Shorts,Adidas Rugby Shorts,Men
3637372404160339735,Beach,Goggles,TYR Blackhawk Racing,Women
6017117094111380692,Beach,Goggles,Speedo Vanquisher 2.0,Women
7743142617814094439,Beach,Swimsuit,Arena Carbon Air2,Women
1085451877217794597,Beach,Swimsuit,Arena Carbon Air2,Men
2228806773731505476,Beach,Goggles,TYR Blackhawk Racing,Women
4999350233022817211,Beach,Swimsuit,Speedo Fastskin LZR Racer X,Women
6597310481851372769,Beach,Swimsuit,Speedo Fastskin LZR Racer X,Men
2206433162597987204,Softball,Ball,Worth Dream Seam,Men
7951637837347026217,Softball,Ball,Worth Dream Seam,Women
463877144900706886,Softball,Bat,Easton Ghost,Women
7610150857891641469,Softball,Ball,Worth Dream Seam,Men
861743048207060941,Softball,Bat,Easton Ghost,Men
287047805966357072,Softball,Bat,Easton Ghost,Men
8003622487373538418,Softball,Ball,Dudley Thunder Heat,Women
607784110392220406,Softball,Ball,Worth Dream Seam,Men
4584098061878520895,Softball,Ball,Dudley Thunder Heat,Women
5203677830786985516,Softball,Bat,DeMarini CF,Men
121070402050161114,Softball,Bat,DeMarini CF,Men
2192341713741841332,Softball,Ball,Dudley Thunder Heat,Men
6939754592021164347,Softball,Ball,Dudley Thunder Heat,Women
3458983926197978642,Softball,Ball,Dudley Thunder Heat,Men
8251339370995744029,Softball,Ball,Worth Dream Seam,Men
6803907140174190221,Softball,Ball,Dudley Thunder Heat,Women
8764796087158343558,Softball,Ball,Dudley Thunder Heat,Women
528725682385660868,Softball,Ball,Worth Dream Seam,Women
7211408780639382126,Softball,Bat,DeMarini CF,Women
2745925119846954675,Softball,Ball,Worth Dream Seam,Men
6801370437255732504,Softball,Ball,Dudley Thunder Heat,Men
2583103167983710300,Softball,Bat,Easton Ghost,Women
1434596479359939241,Softball,Ball,Worth Dream Seam,Women
6653963764290154226,Softball,Ball,Dudley Thunder Heat,Men
5340188466418057180,Softball,Bat,DeMarini CF,Men
3146062612035762991,Softball,Bat,Easton Ghost,Women
1401564977316156088,Softball,Bat,DeMarini CF,Men
6870275817897084085,Softball,Bat,Easton Ghost,Women
4158273893347368013,Softball,Bat,Easton Ghost,Men
3590853262638064138,Softball,Ball,Dudley Thunder Heat,Men
7639547298020106667,Softball,Ball,Dudley Thunder Heat,Women
779601741401896556,Softball,Ball,Dudley Thunder Heat,Women
8132370946889520272,Softball,Ball,Dudley Thunder Heat,Women
1304646382107806271,Softball,Bat,Easton Ghost,Women
2694661688514995471,Softball,Ball,Dudley Thunder Heat,Men
7831019753864119289,Softball,Bat,Easton Ghost,Men
7354856338442060619,Softball,Ball,Worth Dream Seam,Women
2045483876403351,Softball,Ball,Worth Dream Seam,Women
5388804642085975594,Softball,Bat,DeMarini CF,Men
9174146792573914999,Softball,Ball,Worth Dream Seam,Men
2895910698528669646,Softball,Ball,Worth Dream Seam,Men
5859227599772324011,Softball,Bat,Easton Ghost,Women
2147305670634885388,Softball,Bat,DeMarini CF,Men
1329461927873653284,Softball,Bat,Easton Ghost,Women
4489430923329310052,Softball,Bat,Easton Ghost,Women
5931212296308547726,Softball,Ball,Worth Dream Seam,Women
851622942377480915,Football,Shoes,Puma Future,Women
1263123405472933322,Football,Shorts,Nike Dri-FIT,Women
8970346560326339018,Football,Ball,Puma Final 1,Men
120783036296965934,Football,Shorts,Nike Dri-FIT,Men
4433444087865597238,Football,Shorts,Nike Dri-FIT,Women
392750666431478581,Football,Shoes,New Balance Furon,Women
253670486750916396,Football,Jersey,Puma Third Jersey,Women
725500950811733645,Football,Jersey,Puma Third Jersey,Men
2237413050652997271,Football,Ball,Adidas Telstar 18,Men
